pids,instantiation times,start times,finish times,total wait times,turnaround times,average queue lengths,response times,required cpu times,process sizes,turnaround times,throughput,average response time,average queue length
55,11391,11397,11593,443,202,5.0,6,172,SMALL,2,,,
45,8673,11213,12149,4064,3476,4.7,2540,643,LARGE,6,,,
57,12283,12288,12475,445,192,5.3,5,161,SMALL,2,,,
58,12421,12476,12644,390,223,5.0,55,147,SMALL,2,,,
59,12700,12714,12747,25,47,5.0,14,30,TINY,2,,,
60,12863,12886,12946,50,83,5.0,23,54,SMALL,2,,,
61,12988,12993,13111,143,123,5.0,5,103,SMALL,2,,,
62,13201,13204,13247,25,46,5.0,3,40,TINY,2,,,
53,11018,12150,13571,4557,2553,4.2,1132,701,LARGE,4,,,
64,13586,13595,13628,25,42,5.0,9,30,TINY,2,,,
63,13417,13572,13819,510,402,4.7,155,186,SMALL,3,,,
66,13810,13820,13885,50,75,5.7,10,59,SMALL,2,,,
69,13919,13934,14043,105,124,7.4,15,92,SMALL,2,,,
70,14001,14044,14087,26,86,7.0,43,39,TINY,3,,,
65,13676,13886,14223,551,547,6.0,210,155,SMALL,4,,,
71,14407,14408,14476,52,69,6.0,1,60,SMALL,2,,,
67,13848,14224,14624,1558,776,5.6,376,285,LARGE,3,,,
74,14688,14697,14902,451,214,7.0,9,173,SMALL,2,,,
73,14524,14625,15193,1731,669,6.0,101,302,LARGE,3,,,
75,15285,15286,15469,397,184,6.0,1,155,SMALL,2,,,
76,15621,15631,15644,0,23,6.0,10,13,TINY,2,,,
68,13849,15194,16096,3279,2247,5.0,1345,614,LARGE,4,,,
78,16407,16419,16448,26,41,7.0,12,25,TINY,2,,,
82,16554,16572,16588,0,34,9.0,18,16,TINY,3,,,
79,16412,16449,16666,475,254,8.4,37,161,SMALL,2,,,
83,16587,16667,16754,81,167,9.0,80,72,SMALL,3,,,
84,16635,16755,16992,494,357,8.8,120,192,SMALL,2,,,
86,17063,17068,17105,27,42,9.0,5,32,TINY,2,,,
80,16445,16993,17557,1984,1112,8.0,548,421,LARGE,3,,,
56,11602,16097,18085,5115,6483,6.4,4495,710,LARGE,10,,,
88,18467,18470,18661,404,194,8.0,3,156,SMALL,2,,,
89,18802,18806,18832,27,30,8.0,4,21,TINY,2,,,
87,17749,18086,18986,3041,1237,7.0,337,569,LARGE,3,,,
90,19340,19347,19462,106,122,7.6,7,97,SMALL,2,,,
92,19686,19703,19933,494,247,8.0,17,185,SMALL,2,,,
81,16496,18987,20210,4350,3714,6.6,2491,732,LARGE,6,,,
93,20413,20427,20440,0,27,7.0,14,13,TINY,3,,,
94,20480,20489,20725,485,245,7.0,9,200,SMALL,2,,,
54,11089,20211,21345,4254,10256,6.0,9122,739,LARGE,14,,,
95,21350,21369,21575,451,225,6.0,19,174,SMALL,2,,,
96,21594,21599,21615,0,21,6.0,5,16,TINY,2,,,
97,21599,21616,21704,78,105,6.0,17,76,SMALL,2,,,
98,21756,21774,21804,26,48,6.0,18,26,TINY,2,,,
100,22124,22128,22186,52,62,7.0,4,50,TINY,2,,,
99,22101,22104,22358,510,257,6.9,3,163,SMALL,2,,,
101,22186,22359,22590,485,404,6.9,173,195,SMALL,3,,,
102,22366,22591,22799,451,433,6.6,225,176,SMALL,3,,,
103,22665,22800,23007,455,342,7.7,135,171,SMALL,2,,,
105,22893,23008,23138,153,245,8.0,115,105,SMALL,3,,,
107,23204,23211,23262,54,58,8.0,7,41,TINY,2,,,
106,22981,23139,23341,269,360,7.0,158,126,SMALL,3,,,
108,23572,23582,23616,26,44,7.5,10,30,TINY,2,,,
109,23584,23617,23655,26,71,7.0,33,34,TINY,3,,,
77,16222,21346,23898,5693,7676,5.6,5124,762,LARGE,11,,,
112,23906,23923,23951,27,45,8.5,17,23,TINY,2,,,
111,23890,23899,23983,82,93,7.7,9,46,TINY,3,,,
113,23936,23984,24097,104,161,7.0,48,97,SMALL,2,,,
114,24116,24122,24176,52,60,7.3,6,46,TINY,2,,,
110,23831,24098,24300,272,469,6.9,267,123,SMALL,4,,,
116,24407,24421,24534,105,127,7.4,14,96,SMALL,2,,,
117,24477,24535,24687,217,210,7.0,58,128,SMALL,2,,,
119,25359,25360,25444,81,85,8.0,1,69,SMALL,2,,,
120,25477,25493,25535,27,58,9.0,16,37,TINY,2,,,
47,9011,24301,25622,4453,16611,6.3,15290,771,LARGE,22,,,
122,25726,25743,25834,81,108,8.0,17,76,SMALL,2,,,
118,25269,25623,25937,577,668,7.0,354,186,SMALL,4,,,
123,26024,26034,26207,397,183,7.0,10,145,SMALL,2,,,
121,25487,25938,26390,721,903,6.0,451,234,LARGE,4,,,
85,16792,26391,27293,4029,10501,5.3,9599,776,LARGE,14,,,
125,27450,27455,27580,148,130,7.0,5,105,SMALL,2,,,
129,27720,27726,27784,54,64,9.0,6,48,TINY,2,,,
124,26974,27294,27955,1932,981,6.6,320,400,LARGE,3,,,
130,28035,28052,28210,226,175,9.4,17,125,SMALL,2,,,
132,28112,28211,28372,225,260,9.4,99,129,SMALL,3,,,
131,28066,28373,28586,459,520,9.0,307,173,SMALL,4,,,
135,28775,28787,28844,56,69,10.0,12,45,TINY,2,,,
127,27626,27956,28935,2129,1309,8.0,330,315,LARGE,5,,,
134,28764,28936,29071,153,307,8.0,172,110,SMALL,3,,,
133,28301,29072,29443,1531,1142,7.4,771,305,LARGE,4,,,
137,29607,29612,29642,27,35,8.0,5,25,TINY,2,,,
138,29641,29643,29672,27,31,8.0,2,24,TINY,2,,,
136,29279,29444,29777,608,498,7.0,165,228,LARGE,3,,,
126,27453,29778,30192,1577,2739,6.9,2325,346,LARGE,8,,,
140,30557,30577,30798,489,241,7.9,20,181,SMALL,2,,,
141,30692,30799,30931,153,239,8.0,107,107,SMALL,3,,,
146,31302,31308,31420,112,118,11.0,6,88,SMALL,2,,,
147,31467,31473,31542,56,75,11.0,6,57,SMALL,2,,,
