pids,instantiation times,start times,finish times,average wait times,turnaround times,average queue lengths,response times,required cpu times,process sizes,turnaround times,efficiency,average response time,average queue length
459,90505,90519,90532,671.9612848330142,27,49.0,14,13,TINY,3,,,
443,87872,87873,90921,671.9612848330142,3049,43.8,1,73,SMALL,42,,,
432,85322,85347,91125,671.9612848330142,5803,45.7,25,145,SMALL,41,,,
463,91403,91428,91515,671.9612848330142,112,51.0,25,43,TINY,3,,,
448,89149,89151,92349,671.9612848330142,3200,44.8,2,90,SMALL,36,,,
425,83982,84001,92630,671.9612848330142,8648,44.6,19,180,SMALL,49,,,
415,81274,81279,92668,671.9612848330142,11394,46.6,5,246,LARGE,47,,,
442,87161,87186,92777,671.9612848330142,5616,43.8,25,114,SMALL,50,,,
453,89939,89982,92982,671.9612848330142,3043,48.0,43,107,SMALL,29,,,
469,93189,93202,93248,671.9612848330142,59,50.0,13,44,TINY,2,,,
473,93786,93802,93848,671.9612848330142,62,53.0,16,44,TINY,2,,,
460,90790,90793,93966,671.9612848330142,3176,49.8,3,73,SMALL,44,,,
351,69311,69320,94198,671.9612848330142,24887,44.1,9,461,LARGE,54,,,
461,91017,91026,94250,671.9612848330142,3233,50.2,9,110,SMALL,30,,,
445,88398,88432,94529,671.9612848330142,6131,45.3,34,117,SMALL,53,,,
465,91510,91537,94636,671.9612848330142,3126,51.0,27,62,SMALL,51,,,
393,77365,77426,94990,671.9612848330142,17625,45.6,61,340,LARGE,52,,,
241,47299,47300,95065,671.9612848330142,47766,41.5,1,932,LARGE,52,,,
438,86348,86389,95296,671.9612848330142,8948,46.4,41,171,SMALL,53,,,
449,89294,89333,95664,671.9612848330142,6370,47.0,39,132,SMALL,49,,,
450,89727,89760,95898,671.9612848330142,6171,46.5,33,135,SMALL,46,,,
451,89797,89823,95917,671.9612848330142,6120,47.2,26,128,SMALL,48,,,
357,70591,70636,96081,671.9612848330142,25490,45.2,45,467,LARGE,55,,,
470,93265,93301,96207,671.9612848330142,2942,49.5,36,81,SMALL,37,,,
458,90371,90404,96266,671.9612848330142,5895,48.5,33,116,SMALL,51,,,
261,50974,50984,96389,671.9612848330142,45415,42.1,10,878,LARGE,52,,,
472,93596,93635,96395,671.9612848330142,2799,50.2,39,65,SMALL,44,,,
482,96621,96656,96703,671.9612848330142,82,45.0,35,45,TINY,2,,,
329,65944,65945,96821,671.9612848330142,30877,44.5,1,562,LARGE,55,,,
484,96850,96874,96892,671.9612848330142,42,45.0,24,18,TINY,3,,,
487,97251,97279,97314,671.9612848330142,63,47.0,28,34,TINY,2,,,
462,91342,91386,97320,671.9612848330142,5978,49.5,44,115,SMALL,52,,,
464,91459,91491,97357,671.9612848330142,5898,49.3,32,145,SMALL,41,,,
488,97420,97462,97475,671.9612848330142,55,45.0,42,13,TINY,5,,,
446,88601,88651,97614,671.9612848330142,9013,46.4,50,193,SMALL,47,,,
466,92010,92037,97721,671.9612848330142,5711,49.7,27,112,SMALL,51,,,
437,86338,86368,97874,671.9612848330142,11536,45.9,30,257,LARGE,45,,,
467,92247,92256,97909,671.9612848330142,5662,48.4,9,143,SMALL,40,,,
481,95479,95527,98077,671.9612848330142,2598,49.0,48,71,SMALL,37,,,
489,98177,98182,98207,671.9612848330142,30,40.0,5,24,TINY,2,,,
490,98335,98364,98374,671.9612848330142,39,40.0,29,10,TINY,4,,,
454,89963,90003,98438,671.9612848330142,8475,46.9,40,171,SMALL,50,,,
345,68366,68416,99010,671.9612848330142,30644,44.5,50,567,LARGE,55,,,
318,63391,63427,99051,671.9612848330142,35660,43.4,36,699,LARGE,52,,,
433,85331,85368,99391,671.9612848330142,14060,45.8,37,287,LARGE,49,,,
495,99479,99496,99528,671.9612848330142,49,40.0,17,31,TINY,2,,,
418,82663,82711,99885,671.9612848330142,17222,46.3,48,342,LARGE,51,,,
477,94705,94741,99924,671.9612848330142,5219,45.6,36,147,SMALL,36,,,
479,95346,95349,100386,671.9612848330142,5040,45.2,3,122,SMALL,42,,,
387,76357,76381,101329,671.9612848330142,24972,44.7,24,466,LARGE,54,,,
285,56347,56355,101347,671.9612848330142,45000,42.5,8,877,LARGE,52,,,
474,93962,93967,101355,671.9612848330142,7393,45.4,5,167,SMALL,45,,,
434,85355,85410,101550,671.9612848330142,16195,44.1,55,347,LARGE,47,,,
485,96989,96997,101569,671.9612848330142,4580,41.5,8,128,SMALL,36,,,
276,53987,54040,101648,671.9612848330142,47661,42.9,53,936,LARGE,51,,,
476,94416,94459,101729,671.9612848330142,7313,45.1,43,188,SMALL,39,,,
497,99945,99977,101920,671.9612848330142,1975,37.6,32,93,SMALL,22,,,
338,66800,66841,102038,671.9612848330142,35238,44.2,41,673,LARGE,53,,,
436,86300,86305,102162,671.9612848330142,15862,43.8,5,329,LARGE,49,,,
427,84366,84398,102531,671.9612848330142,18165,43.1,32,364,LARGE,50,,,
491,98626,98647,102760,671.9612848330142,4134,37.7,21,130,SMALL,32,,,
494,98862,98919,102971,671.9612848330142,4109,39.0,57,112,SMALL,37,,,
486,97150,97164,103220,671.9612848330142,6070,37.6,14,199,SMALL,31,,,
390,77122,77133,103346,671.9612848330142,26224,42.9,11,531,LARGE,50,,,
499,99986,100040,103406,671.9612848330142,3420,35.3,54,117,SMALL,30,,,
380,75384,75432,103716,671.9612848330142,28332,41.6,48,608,LARGE,47,,,
475,94092,94134,104441,671.9612848330142,10349,38.6,42,307,LARGE,34,,,
291,57155,57235,104865,671.9612848330142,47710,40.8,80,967,LARGE,50,,,
365,72717,72755,104884,671.9612848330142,32167,40.8,38,678,LARGE,48,,,
496,99751,99789,106657,671.9612848330142,6906,28.5,38,264,LARGE,27,,,
336,66684,66705,107601,671.9612848330142,40917,38.3,21,917,LARGE,45,,,
356,70391,70417,107900,671.9612848330142,37509,36.9,26,897,LARGE,42,,,
400,78790,78798,108264,671.9612848330142,29474,35.7,8,760,LARGE,39,,,
398,78546,78551,108808,671.9612848330142,30262,34.9,5,783,LARGE,39,,,
346,68648,68670,109200,671.9612848330142,40552,36.2,22,987,LARGE,42,,,
478,95085,95118,109433,671.9612848330142,14348,28.6,33,534,LARGE,27,,,
493,98829,98856,109884,671.9612848330142,11055,24.4,27,493,LARGE,23,,,
378,75151,75198,110190,671.9612848330142,35039,32.8,47,954,LARGE,37,,,
480,95395,95412,110750,671.9612848330142,15355,25.3,17,648,LARGE,24,,,
483,96747,96756,111080,671.9612848330142,14333,24.0,9,627,LARGE,23,,,
428,84466,84513,111358,671.9612848330142,26892,28.5,47,877,LARGE,31,,,
416,81682,81719,111393,671.9612848330142,29711,29.2,37,943,LARGE,32,,,
405,79645,79646,111513,671.9612848330142,31868,29.8,1,975,LARGE,33,,,
455,89974,90024,111654,671.9612848330142,21680,25.1,50,845,LARGE,26,,,
435,86040,86090,112163,671.9612848330142,26123,24.6,50,999,LARGE,27,,,
471,93451,93468,112244,671.9612848330142,18793,22.0,17,888,LARGE,22,,,
468,93126,93139,112510,671.9612848330142,19384,20.2,13,965,LARGE,21,,,
492,98767,98814,112736,671.9612848330142,13969,15.2,47,977,LARGE,15,,,
498,99954,99998,112765,671.9612848330142,12811,14.3,44,988,LARGE,13,,,
