pids,instantiation times,start times,finish times,total wait times,turnaround times,average queue lengths,response times,required cpu times,process sizes,turnaround times,throughput,average response time,average queue length
100,3326,3330,124150,121383,120824,127.5,4,679,LARGE,178,,,
90,2966,2970,124349,121943,121383,126.5,4,683,LARGE,178,,,
73,2185,2186,124963,123351,122778,124.3,1,695,LARGE,177,,,
95,3057,3060,125171,122691,122114,124.6,3,698,LARGE,175,,,
143,4691,4694,125186,121070,120495,126.2,3,700,LARGE,173,,,
313,12435,12437,125836,113988,113401,130.2,2,712,LARGE,160,,,
448,18010,18012,126081,108659,108071,134.4,2,716,LARGE,151,,,
163,5266,5274,126139,121464,120873,124.3,8,718,LARGE,169,,,
43,1023,1026,126462,126041,125439,119.4,3,726,LARGE,173,,,
211,7855,7859,126501,119246,118646,125.0,4,727,LARGE,164,,,
379,15022,15025,126575,112154,111553,130.5,3,727,LARGE,154,,,
14,407,411,126785,126984,126378,117.7,4,736,LARGE,172,,,
353,14078,14083,127048,113580,112970,127.9,5,738,LARGE,154,,,
406,15964,15965,127221,111872,111257,129.3,1,742,LARGE,150,,,
343,13749,13754,127776,114655,114027,125.1,5,760,LARGE,151,,,
389,15402,15405,128348,113594,112946,124.6,3,773,LARGE,147,,,
456,18275,18280,128772,111154,110497,125.0,5,787,LARGE,141,,,
387,15389,15390,128887,114161,113498,122.6,1,792,LARGE,144,,,
105,3412,3415,129304,126563,125892,112.2,3,805,LARGE,157,,,
132,4269,4274,129907,126323,125638,110.7,5,826,LARGE,153,,,
231,8790,8795,129937,121830,121147,113.6,5,828,LARGE,147,,,
144,4745,4749,130024,125970,125279,110.6,4,829,LARGE,152,,,
464,18462,18470,130107,112331,111645,119.8,8,830,LARGE,135,,,
194,6604,6605,130136,124230,123532,111.7,1,835,LARGE,148,,,
279,10709,10711,130740,120744,120031,111.3,2,859,LARGE,140,,,
257,9967,9969,130815,121562,120848,110.3,2,864,LARGE,140,,,
284,10930,10933,131004,120795,120074,110.1,3,871,LARGE,138,,,
344,13774,13779,131018,117963,117244,111.9,5,871,LARGE,135,,,
272,10482,10483,131082,121326,120600,109.5,1,875,LARGE,138,,,
188,6251,6255,131269,125753,125018,106.0,4,885,LARGE,142,,,
91,2985,2990,131657,129425,128672,101.0,5,910,LARGE,142,,,
261,10087,10089,131670,122339,121583,105.3,2,910,LARGE,134,,,
402,15889,15890,131694,116561,115805,109.1,1,911,LARGE,128,,,
414,16255,16258,131748,116248,115493,108.8,3,915,LARGE,127,,,
265,10291,10293,132002,122487,121711,102.5,2,939,LARGE,130,,,
397,15546,15550,132175,117414,116629,104.2,4,954,LARGE,123,,,
10,233,238,132178,132735,131945,94.3,5,958,LARGE,138,,,
64,1869,1871,132307,131243,130438,94.0,2,975,LARGE,134,,,
303,12030,12031,132397,121183,120367,98.6,1,988,LARGE,122,,,
215,8109,8110,132410,125122,124301,96.2,1,990,LARGE,126,,,
223,8439,8447,132413,124788,123974,96.4,8,990,LARGE,126,,,
32,711,716,132422,132531,131711,91.6,5,994,LARGE,133,,,
323,12894,12895,132428,120355,119534,98.2,1,998,LARGE,120,,,
