pids,instantiation times,start times,finish times,total wait times,turnaround times,average queue lengths,response times,required cpu times,process sizes,turnaround times,throughput,average response time,average queue length
304,32,6656,278453,479718,278421,513.1,6624,498,LARGE,560,,,
344,35,7535,278466,478858,278431,511.5,7500,492,LARGE,566,,,
362,37,7931,278478,478475,278441,510.8,7894,491,LARGE,568,,,
389,39,8525,278487,477893,278448,509.7,8486,488,LARGE,571,,,
420,41,9224,278489,477203,278448,508.4,9183,481,LARGE,579,,,
488,46,10696,278494,475733,278448,505.7,10650,484,LARGE,576,,,
508,48,11136,278512,475298,278464,504.9,11088,497,LARGE,561,,,
514,49,11268,278524,475184,278475,504.6,11219,491,LARGE,568,,,
534,51,11700,278539,474764,278488,503.8,11649,494,LARGE,564,,,
562,54,12316,278548,474163,278494,502.7,12262,488,LARGE,571,,,
567,55,12426,278566,474062,278511,502.5,12371,497,LARGE,561,,,
588,57,12886,278570,473620,278513,501.7,12829,483,LARGE,577,,,
599,58,13128,278581,473382,278523,501.2,13070,490,LARGE,569,,,
633,61,13875,278585,472646,278524,499.9,13814,483,LARGE,577,,,
657,64,14425,278594,472100,278530,498.9,14361,488,LARGE,571,,,
701,69,15383,278605,471151,278536,497.1,15314,490,LARGE,569,,,
709,70,15559,278624,470986,278554,496.8,15489,498,LARGE,560,,,
718,71,15746,278634,470818,278563,496.4,15675,489,LARGE,570,,,
745,75,16331,278647,470243,278572,495.4,16256,492,LARGE,567,,,
753,75,16505,278653,470082,278578,495.0,16430,485,LARGE,575,,,
755,76,16549,278663,470044,278587,495.0,16473,489,LARGE,570,,,
787,79,17251,278679,469352,278600,493.7,17172,495,LARGE,563,,,
795,80,17427,278688,469192,278608,493.4,17347,488,LARGE,571,,,
859,87,18833,278700,467795,278613,490.8,18746,491,LARGE,568,,,
871,88,19096,278715,467544,278627,490.3,19008,494,LARGE,565,,,
891,90,19533,278722,467122,278632,489.5,19443,486,LARGE,574,,,
896,90,19635,278742,467027,278652,489.3,19545,499,LARGE,559,,,
897,90,19657,278746,467025,278656,489.2,19567,483,LARGE,577,,,
903,91,19789,278751,466897,278660,489.0,19698,484,LARGE,576,,,
905,91,19833,278765,466858,278674,488.9,19742,493,LARGE,566,,,
921,93,20185,278782,466520,278689,488.3,20092,496,LARGE,562,,,
954,96,20910,278788,465812,278692,487.0,20814,485,LARGE,575,,,
