pids,instantiation times,start times,finish times,total wait times,turnaround times,average queue lengths,response times,required cpu times,process sizes,turnaround times,throughput,average response time,average queue length
62,11765,11777,11977,253,212,19.1,12,140,SMALL,2,,,
63,11944,11978,12023,48,79,20.0,34,34,TINY,3,,,
65,12170,12174,12215,48,45,20.0,4,30,TINY,2,,,
66,12286,12306,12348,48,62,20.0,20,31,TINY,2,,,
53,10054,11657,12506,2567,2452,18.8,1603,347,LARGE,8,,,
67,12518,12537,12571,47,53,19.0,19,24,TINY,3,,,
68,12789,12812,12855,47,66,19.0,23,33,TINY,2,,,
49,9384,12507,13231,2502,3847,18.3,3123,435,LARGE,9,,,
70,13197,13232,13877,2435,680,19.6,35,423,LARGE,2,,,
48,9287,13878,14557,5125,5270,19.2,4591,456,LARGE,12,,,
72,14425,14558,14808,325,383,19.1,133,170,SMALL,3,,,
73,14772,14809,14829,0,57,20.0,37,20,TINY,3,,,
75,15029,15040,15165,171,136,20.0,11,81,SMALL,2,,,
74,14803,14830,15530,2440,727,19.1,27,383,LARGE,2,,,
76,15471,15531,15600,80,129,19.0,60,49,TINY,3,,,
77,15676,15691,15770,80,94,19.0,15,59,SMALL,2,,,
52,9925,15601,16375,5252,6450,18.5,5676,464,LARGE,14,,,
71,13475,16376,17116,5228,3641,19.6,2901,488,LARGE,8,,,
81,16844,17117,17386,338,542,22.1,273,176,SMALL,4,,,
83,17183,17387,17946,2269,763,22.9,204,355,LARGE,3,,,
87,18005,18011,18057,50,52,24.0,6,33,TINY,2,,,
86,17991,18058,18108,49,117,23.0,67,38,TINY,4,,,
88,18290,18301,18336,49,46,23.0,11,23,TINY,2,,,
89,18355,18369,18411,49,56,23.5,14,30,TINY,2,,,
92,18448,18477,18488,0,40,25.0,29,11,TINY,4,,,
91,18416,18444,18530,98,114,24.0,28,48,TINY,3,,,
64,11967,17947,19003,5540,7036,23.3,5980,492,LARGE,15,,,
94,18922,19004,19107,138,185,24.5,82,64,SMALL,3,,,
99,19339,19345,19389,52,50,28.0,6,29,TINY,2,,,
100,19516,19526,19600,90,84,28.0,10,44,TINY,2,,,
93,18580,19108,19681,967,1101,26.5,528,272,LARGE,5,,,
101,19816,19818,19896,88,80,27.3,2,50,TINY,2,,,
102,19864,19897,19941,51,77,27.5,33,30,TINY,3,,,
82,17008,19682,20649,5447,3641,27.9,2674,496,LARGE,8,,,
108,20604,20650,20724,92,120,31.3,46,42,TINY,3,,,
110,20775,20797,20910,150,135,32.0,22,62,SMALL,3,,,
104,20394,20725,21151,492,757,31.7,331,179,SMALL,5,,,
113,21219,21224,21301,94,82,33.0,5,43,TINY,2,,,
114,21507,21524,21579,54,72,33.0,17,38,TINY,2,,,
112,21191,21302,21667,437,476,32.2,111,173,SMALL,3,,,
116,22068,22075,22124,54,56,33.5,7,32,TINY,2,,,
117,22093,22125,22203,95,110,33.7,32,43,TINY,3,,,
111,20934,21152,22396,2967,1462,32.4,218,365,LARGE,5,,,
120,22546,22582,22709,153,163,34.0,36,73,SMALL,3,,,
115,21615,22397,23173,2491,1558,33.6,782,350,LARGE,5,,,
122,23618,23655,23891,301,273,34.6,37,128,SMALL,3,,,
107,20461,23174,24200,2817,3739,33.9,2713,422,LARGE,9,,,
123,23746,24201,24748,2251,1002,35.9,455,287,LARGE,4,,,
129,24889,24905,24960,57,71,38.5,16,35,TINY,3,,,
131,25051,25081,25363,355,312,39.0,30,142,SMALL,3,,,
133,25679,25684,25768,102,89,40.0,5,42,TINY,3,,,
132,25517,25524,25857,398,340,39.1,7,128,SMALL,3,,,
135,26002,26018,26033,0,31,40.0,16,15,TINY,3,,,
128,24741,24749,26213,3188,1472,38.2,8,399,LARGE,4,,,
136,26336,26374,26459,102,123,40.7,38,43,TINY,3,,,
139,26473,26501,26553,58,80,41.0,28,31,TINY,3,,,
121,22802,26214,27277,5505,4475,40.6,3412,460,LARGE,10,,,
141,26968,27278,27621,422,653,43.1,310,166,SMALL,4,,,
145,27696,27706,27718,0,22,44.0,10,12,TINY,2,,,
146,27897,27929,28017,106,120,45.3,32,42,TINY,3,,,
151,28402,28409,28456,62,54,48.0,7,22,TINY,3,,,
148,28009,28018,28824,2516,815,46.3,9,355,LARGE,3,,,
154,29112,29134,29153,0,41,49.0,22,19,TINY,3,,,
152,29037,29045,29303,299,266,47.8,8,114,SMALL,3,,,
155,29377,29392,29405,0,28,48.0,15,13,TINY,3,,,
156,29403,29406,29595,227,192,48.0,3,89,SMALL,3,,,
119,22286,27622,30093,6971,7807,45.9,5336,510,LARGE,16,,,
157,29913,30094,30597,875,684,47.4,181,235,LARGE,3,,,
158,30362,30598,31014,514,652,49.0,236,189,SMALL,4,,,
163,31074,31107,31219,112,145,51.0,33,60,SMALL,3,,,
164,31636,31680,31734,63,98,51.5,44,28,TINY,4,,,
165,31711,31735,31748,0,37,51.0,24,13,TINY,3,,,
161,30876,31015,31857,2537,981,50.0,139,296,LARGE,4,,,
167,32268,32269,32561,352,293,51.7,1,133,SMALL,3,,,
170,32728,32750,32818,65,90,54.0,22,40,TINY,3,,,
169,32513,32562,33012,530,499,52.7,49,165,SMALL,4,,,
172,33001,33013,33067,64,66,53.0,12,27,TINY,3,,,
171,32728,33068,33402,404,674,52.2,340,145,SMALL,5,,,
174,33471,33497,33883,465,412,53.6,26,166,SMALL,3,,,
177,34054,34076,34090,0,36,55.0,22,14,TINY,3,,,
178,34114,34139,34153,0,39,55.0,25,14,TINY,3,,,
153,29055,31858,34353,4260,5298,52.1,2803,407,LARGE,14,,,
176,33877,34354,34893,923,1016,55.8,477,223,LARGE,5,,,
182,34783,34894,35053,186,270,57.0,111,72,SMALL,4,,,
180,34490,35054,35503,553,1013,57.7,564,183,SMALL,6,,,
186,35438,35504,35562,67,124,58.0,66,28,TINY,5,,,
185,35233,35563,35862,368,629,57.6,330,124,SMALL,6,,,
189,35842,35863,36067,247,225,59.2,21,84,SMALL,3,,,
191,36078,36118,36529,493,451,60.0,40,163,SMALL,3,,,
193,36643,36681,36791,122,148,61.0,38,48,TINY,4,,,
194,36815,36843,36897,68,82,61.0,28,23,TINY,4,,,
196,37171,37204,37591,442,420,63.5,33,160,SMALL,3,,,
198,37387,37592,37874,320,487,64.3,205,117,SMALL,5,,,
203,37957,37982,38091,128,134,67.3,25,41,TINY,4,,,
205,38157,38200,38374,204,217,68.8,43,69,SMALL,4,,,
199,37523,37875,38550,740,1027,67.5,352,150,SMALL,7,,,
208,38531,38551,38614,72,83,69.0,20,28,TINY,3,,,
209,38668,38670,38689,0,21,69.0,2,19,TINY,2,,,
207,38459,38615,38820,224,361,68.0,156,80,SMALL,5,,,
210,38924,38929,38944,0,20,68.0,5,15,TINY,2,,,
