pids,instantiation times,start times,finish times,average wait times,turnaround times,average queue lengths,response times,required cpu times,process sizes,turnaround times,efficiency,average response time,average queue length
227,48803,48840,166559,85.17137538229689,117756,126.3,37,916,LARGE,129,,,
239,51378,53374,166617,85.17137538229689,115239,131.5,1996,815,LARGE,142,,,
208,45460,45469,166862,85.17137538229689,121402,124.5,9,955,LARGE,128,,,
493,98346,101412,168324,85.17137538229689,69978,117.2,3066,575,LARGE,122,,,
437,89689,90838,168842,85.17137538229689,79153,120.9,1149,678,LARGE,117,,,
362,74066,77151,168860,85.17137538229689,94794,126.7,3085,707,LARGE,135,,,
380,78325,79839,168891,85.17137538229689,90566,126.9,1514,720,LARGE,126,,,
385,79340,80079,168903,85.17137538229689,89563,127.1,739,701,LARGE,128,,,
217,47082,47094,169001,85.17137538229689,121919,123.0,12,974,LARGE,126,,,
219,47786,47802,169032,85.17137538229689,121246,124.1,16,950,LARGE,128,,,
232,49631,49648,169068,85.17137538229689,119437,123.1,17,954,LARGE,126,,,
258,54694,56358,169142,85.17137538229689,114448,127.5,1664,881,LARGE,130,,,
314,65385,68179,169465,85.17137538229689,104080,125.1,2794,810,LARGE,129,,,
442,90480,94080,169899,85.17137538229689,79419,113.8,3600,637,LARGE,125,,,
250,53729,55822,170472,85.17137538229689,116743,123.4,2093,916,LARGE,128,,,
302,62541,65270,170541,85.17137538229689,108000,122.2,2729,845,LARGE,128,,,
315,65426,68200,170588,85.17137538229689,105162,120.9,2774,854,LARGE,124,,,
317,65524,68242,170590,85.17137538229689,105066,120.9,2718,851,LARGE,124,,,
327,66592,68557,170619,85.17137538229689,104027,120.8,1965,857,LARGE,122,,,
484,96682,100286,170902,85.17137538229689,74220,110.0,3604,649,LARGE,115,,,
282,58755,58786,171230,85.17137538229689,112475,121.5,31,942,LARGE,120,,,
472,95300,98721,171558,85.17137538229689,76258,108.0,3421,672,LARGE,114,,,
490,97901,101244,171613,85.17137538229689,73712,107.4,3343,672,LARGE,110,,,
403,82592,85896,171775,85.17137538229689,89183,113.2,3304,734,LARGE,122,,,
290,59896,59930,171888,85.17137538229689,111992,117.2,34,957,LARGE,118,,,
305,63459,66194,171900,85.17137538229689,108441,116.7,2735,901,LARGE,121,,,
467,94628,98025,172281,85.17137538229689,77653,105.5,3397,684,LARGE,114,,,
281,58443,58463,172961,85.17137538229689,114518,117.4,20,973,LARGE,118,,,
321,65931,68368,173065,85.17137538229689,107134,112.5,2437,960,LARGE,112,,,
330,67387,68767,173082,85.17137538229689,105695,114.5,1380,926,LARGE,115,,,
392,80326,83612,173170,85.17137538229689,92844,105.9,3286,824,LARGE,113,,,
444,90847,94332,173250,85.17137538229689,82403,101.9,3485,757,LARGE,109,,,
462,93926,97413,173440,85.17137538229689,79514,98.7,3487,762,LARGE,105,,,
464,94416,97762,173474,85.17137538229689,79058,98.7,3346,762,LARGE,104,,,
485,97051,100685,173542,85.17137538229689,76491,100.3,3634,745,LARGE,103,,,
495,98548,101506,173654,85.17137538229689,75106,100.0,2958,737,LARGE,102,,,
396,80820,84089,173673,85.17137538229689,92853,105.8,3269,808,LARGE,115,,,
415,84783,87959,173984,85.17137538229689,89201,103.8,3176,839,LARGE,107,,,
310,64950,67665,174041,85.17137538229689,109091,110.5,2715,964,LARGE,114,,,
343,70308,73282,174061,85.17137538229689,103753,107.7,2974,919,LARGE,113,,,
460,93752,97299,174259,85.17137538229689,80507,94.3,3547,820,LARGE,99,,,
407,82967,86343,174582,85.17137538229689,91615,101.3,3376,850,LARGE,108,,,
440,89998,93732,174693,85.17137538229689,84695,93.1,3734,836,LARGE,102,,,
445,90929,94394,174698,85.17137538229689,83769,92.9,3465,834,LARGE,101,,,
491,98040,101307,174853,85.17137538229689,76813,89.1,3267,879,LARGE,88,,,
398,81529,84809,174911,85.17137538229689,93382,97.0,3280,895,LARGE,105,,,
402,82328,85626,174986,85.17137538229689,92658,97.0,3298,912,LARGE,102,,,
410,83250,86653,175020,85.17137538229689,91770,94.7,3403,922,LARGE,100,,,
387,79632,80289,175067,85.17137538229689,95435,99.6,657,995,LARGE,96,,,
479,96138,99687,175135,85.17137538229689,78997,87.5,3549,895,LARGE,89,,,
492,98321,101391,175299,85.17137538229689,76978,83.0,3070,937,LARGE,83,,,
401,82165,85458,175303,85.17137538229689,93138,88.9,3293,993,LARGE,94,,,
454,92385,95925,175324,85.17137538229689,82939,80.8,3540,1000,LARGE,83,,,
