pids,,instantiation times,,start times,,finish times,,total wait times,,turnaround times,,average queue lengths,,response times,,required cpu times,,process sizes,,turnaround times,,throughput,,average response time,,average queue length,
255,,10503,,14735,,176665,,215464,,166162,,164.1,,4232,,960,,LARGE,,174,,,,,,,
389,,15268,,21789,,176671,,205980,,161403,,160.2,,6521,,925,,LARGE,,175,,,,,,,
423,,16603,,23651,,176746,,204187,,160143,,158.3,,7048,,931,,LARGE,,173,,,,,,,
154,,6148,,8710,,176765,,227349,,170617,,163.6,,2562,,998,,LARGE,,171,,,,,,,
478,,19091,,26978,,176832,,200954,,157741,,154.8,,7887,,923,,LARGE,,171,,,,,,,
173,,6894,,9792,,176889,,226395,,169995,,162.6,,2898,,994,,LARGE,,172,,,,,,,
180,,7338,,10337,,176918,,225886,,169580,,162.1,,2999,,987,,LARGE,,172,,,,,,,
465,,18685,,26315,,177016,,204242,,158331,,152.4,,7630,,953,,LARGE,,167,,,,,,,
342,,13667,,19360,,177042,,214541,,163375,,156.3,,5693,,964,,LARGE,,170,,,,,,,
390,,15300,,21831,,177100,,212117,,161800,,153.9,,6531,,975,,LARGE,,166,,,,,,,
331,,13260,,18808,,177182,,217668,,163922,,153.9,,5548,,998,,LARGE,,165,,,,,,,
490,,19735,,27847,,177191,,206199,,157456,,147.9,,8112,,968,,LARGE,,163,,,,,,,
497,,19922,,28157,,177201,,205898,,157279,,147.5,,8235,,969,,LARGE,,163,,,,,,,
392,,15326,,21894,,177206,,214620,,161880,,150.8,,6568,,984,,LARGE,,165,,,,,,,
415,,16268,,23241,,177225,,213278,,160957,,149.5,,6973,,998,,LARGE,,162,,,,,,,
458,,18422,,25945,,177231,,210593,,158809,,146.7,,7523,,985,,LARGE,,162,,,,,,,
